tweet_positivity,important_words_rate,uppercase_letters,words_starting_with_capital,all_caps_words,tweet_text,reference,verdict
negative,0.7837837837837838,13,9,0,Lean Six Sigma Master Black Belt 100BU2308/LR - # London United Kingdom- ... checkzz @ ,1448,1
neutral,0.5108695652173914,4,4,0,London Riots # hitmeup Big Picture - checkzz @ ,1449,0
neutral,0.803030303030303,6,6,0,# London School Public Relations - Jakarta_ Campus . ,1450,1
neutral,0.8383838383838383,6,6,0,# London : Gespannte Ruhe nach AuslÃ¤nderkrawallen im Stadtteil Tottenham checkzz @ ,1451,1
neutral,0.676056338028169,5,5,0,# London Street Hat Style 2011 Spring checkzz @ ,1452,1
positive,0.9029850746268657,12,8,1,RT @ itsMirakel : Vivia Pride # London super sweet ... Let rock 7 August Jamesthespeaker vincentrompies desta80s @ BdaBX ,1453,1
positive,0.8135593220338984,12,3,0,@ I_LUV_LONDON Lol Thats add nobody dont know.. ,1454,1
neutral,0.45517241379310347,3,3,1,ebz street # London bent Bazaar labyrinth heart . F ... checkzz @ ,1455,1
positive,0.49324324324324326,5,5,0,Hackett # London ! ... - Hackett # London do bag ! Perfect ... checkzz @ ,1456,1
neutral,0.896551724137931,3,2,0,@ Aaliyah_Dash # London ? ,1457,1
neutral,0.9122807017543859,4,3,0,@ DonnieWahlberg # bhlove thank Hamilton & # London ,1458,1
positive,0.5942028985507246,6,6,0,Wowzer ! Check `` Plans 4_000mph underwater train New York # London ... checkzz @ ,1459,1
positive,0.7764705882352941,1,1,0,| feel especially separated event # London | - absolute madness | ,1460,1
neutral,0.8367346938775511,6,6,0,Snaptu StraÃŸenschlachten # London : `` Es sieht wirklich schlimm au : Nachdem Donnerstag ein 29-jÃ¤hriger von ... checkzz @ ,1461,1
positive,0.896551724137931,1,1,0,@ kristen_1213 good trip ! : ) miss # London much ! ,1462,1
neutral,0.6694915254237288,5,4,0,# London - Relaxed travel feel home service checkzz @ - PiaggioAvanti # London ,1463,1
positive,0.7101449275362319,11,7,2,RT @ MikeBealesoccer : Last chance sign join 140 coach free SSG Workshop 21st Aug London ( cont ) ,1464,1
positive,0.7152777777777778,5,3,0,Loyal # london would wait till 4 day Riots # hitmeup till return kmt @ MayorOfLondon rob precious bike ,1465,1
neutral,0.9574468085106383,9,6,1,RT @ theRockinMotion `` # London Calling Clash serÃ¡ canciÃ³n con cual se promocionen las olimpiadas de Londres 2011 Ah q ingleses estos ,1466,1
neutral,0.7222222222222222,14,7,2,.XXX : Lawley_ Duke Debate XBIZ EU # London Conference checkzz @ ,1467,1
neutral,0.5686274509803921,7,6,0,@ NigerianHair Check video -- Africa Fashion Week # London 2011. checkzz via @ youtube ,1468,1
negative,0.8080808080808081,15,5,1,â€œ ladysally_ann : @ Uncle_De good â€ Im lie uncle . Ive LIVEEEDDDD # London 2011 ,1469,1
negative,0.5705521472392638,6,6,0,# London Riots - Police Overrun Liverpool checkzz via @ youtube # Londonriots ( ... damn . ) ,1470,0
positive,0.8368794326241135,3,3,0,@ Rimmelondonbuzz help us get follower today send 5 lucky winner & best friend ultimate Rimmel # London goody bag ! â€ ,1471,1
neutral,0.75,3,3,0,Obviously # Brixton gunna get involve nostalgia nothing else . Showing north london do . # enfield ,1472,1
positive,0.7358490566037735,2,2,0,petrol always cheap Greater # London ? ,1473,1
positive,0.9202898550724637,14,11,1,RT @ AftershockStyle London Final Reduction Sale ! Winner announce Monday 1st August . Re-Tweet win fabulous goody bag ! XxÃ¢â‚¬Â ,1474,1
negative,0.7640449438202247,4,4,0,London Riots # hitmeup : vigilante hurl bottle # unsafe caz @ racism police Eltham : Vigilantes vent anger officer attemp ... checkzz @ ,1475,0
positive,0.5289855072463768,9,9,0,Sexy Escort Girls - Best # London Girls : Popular Week Perla - checkzz @ ,1476,0
neutral,0.6875,6,5,0,Jenavive show 2011-08-06 18:30 @ # London Music Club-Fr ... London_ checkzz @ # concert ,1477,1
positive,0.5928571428571429,3,2,0,apparently miss # LondonRiot news camping . deal ? Riots # hitmeup actual reason ? ,1478,1
neutral,0.8297872340425532,2,2,0,Coming London_ make never want leave . ,1479,1
negative,0.691358024691358,6,6,0,Sickening_ shocking_ upsetting : aftermath London Riots # hitmeup [ Big Picture ] checkzz @ May help identify ! ,1480,1
negative,0.8346456692913385,6,3,0,Stevi914Lee LacyPooh_ London_Londyn @ _utterchaos could reunite sooner aug 31..but guess ill hve wait : ( ,1481,1
negative,0.7279411764705882,3,1,0,@ Gregory_McBride yeaaa go mass hysteria summin really bad ... loot london alone enough evidence ! ,1482,1
positive,0.5304347826086957,0,0,0,oh_ know ? matter go . light world_ little london girl . < 3 ,1483,1
neutral,0.7058823529411765,3,3,0,stay Newcastle head # London ? Hmmm ,1484,1
neutral,0.86,11,6,2,# powpow RT @ VanityB_Affair : International boo_ boo . Someone go rock London_ POW ! ,1485,1
neutral,0.7096774193548387,2,2,0,Panic street # London ,1486,0
neutral,0.9428571428571428,10,8,2,Galera de UberlÃ¢ndia_ amanhÃ£ estarei DegustaÃ§Ã£o hein Fiquem ligados ! E quinta feira_ tem show # London Pub ! 2 dias claro em UDI ! ,1487,1
positive,0.8450704225352113,0,0,0,meagan good hair cut look cute her_ meagood > lauren london ,1488,1
positive,1.0,0,0,0,@ london_imani jit love yu ,1489,1
positive,0.7461538461538462,21,4,0,@ FREAKiN_fETCH : Summer school half way mob ... come LO_LONDON @ i_am_Senorita far u get Im way ,1490,1
neutral,0.7441860465116279,3,3,0,Neville Longbottom cardigan would sort fucker # London bother . ,1491,1
neutral,0.5740740740740741,3,3,0,find Keith Urban ticket # London show start $ 110 . checkzz @ ,1492,1
neutral,0.47101449275362317,3,2,0,@ London_Calling_ Tom_ make choice room eat feet_ stump second . ,1493,1
positive,0.6403508771929824,6,6,0,Developers Social Gaming 50k - # London United Kingd ... # job checkzz @ ,1494,1
positive,0.7304347826086957,6,3,1,@ Real_Liam_Payne would ever consider move LA ? get married idk live # London ? ( : ,1495,1
neutral,0.8561151079136691,18,13,3,RT @ Mathfi_Jobs Job IB ( London ) : Associate Multi-Asset Structurer.+ Fluent English et ... Quant IB Finance job 120 ,1496,1
positive,0.6153846153846154,9,6,0,Sexual Girls Angels # London - ***NEW*** : Brilliant Teresa - checkzz @ ,1497,1
positive,0.8734177215189873,4,3,1,@ ChantelleAyanna U shud take around # London come . u seem excite ! ,1498,1
positive,1.0,2,2,0,Dimulescu @ aiurea # London splendid . ,1499,1
neutral,0.776595744680851,2,1,0,@ KevinBaird doubt see bed london lightpollution jetlag bedtime # aurora ,1500,1
positive,0.6095890410958904,0,0,0,pray london followers_ everyone else live london love guy # staystrong . : ... checkzz @ ,1501,1
neutral,0.7079646017699115,10,8,0,Offer - # London West : 75 % Laser Teeth Whitening Groupon MyCityDeal checkzz @ ,1502,1
positive,0.9166666666666666,2,1,0,@ Bo_Theyab london waitin ur skinny a** : p ,1503,1
neutral,0.7265625,10,7,1,RT @ LondonMarketJob Sales Executive- Events Industry - London hire # career httpâ€¦ checkzz @ ,1504,1
positive,0.5888888888888889,2,1,0,@ Only1_London try deal keep positive life throw way ,1505,1
neutral,0.625,9,4,1,LONDON Jobs education > Teacher Trainer checkzz @ ,1506,1
positive,0.9333333333333333,4,1,0,@ Viv_DE_Freak awww cool live east london ,1507,1
positive,0.8913043478260869,5,5,0,Updated result # London Open Forex system show excellent return June londonforexopen morningbreakoutstrategy # londonforex ,1508,1
neutral,0.5,2,2,0,context London Riots # hitmeup ca ignore checkzz @ ,1509,1
neutral,0.6436781609195402,7,6,1,Human Resources MI Specialist Jobs # London - checkzz @ ,1510,1
neutral,0.8854166666666666,10,6,2,RT @ Gugu_Ndabezitha : also lyk 2 knw RT @ RomeoAgu : actually start Riot # London ? ,1511,1
neutral,1.0625,3,2,0,Love_London @ andrewgerrard multitasking ... Yes ? ,1512,1
positive,0.7357142857142858,14,6,1,INTERNET : Virgin Media build free # London WiFi network_ make easy anyone Internet access . checkzz @ ,1513,1
neutral,0.8444444444444444,17,10,4,Job Vacancy : SAP FI CO Senior Consultant_ SAP UK_ London_ jobs_ # recruiting . checkzz @ http : //gooâ€¦ checkzz @ ,1514,1
positive,0.6715328467153284,8,4,0,@ UncleRUSH Big 2 u message_it true_ use teach english London_ Riots # hitmeup r happenin . ,1515,1
positive,0.6170212765957447,5,5,0,Get Life Want . Best sell book seminar # London checkzz @ ,1516,1
positive,0.6524822695035462,6,6,0,good day # London girlfriend Madame Tussaud brilliant ! Came call Justin Bieber interview ! ,1517,1
neutral,0.7821782178217822,15,10,3,C # SQL Server SSIS Developer Financial City - London United Kingdom ... # job ,1518,1
neutral,0.6382978723404256,11,8,1,London burns_ riot spread Jewish community Srop @ lononâ€¦kinda racism london # JewsAttacked | JTA - Jewish & Israel News ,1519,0
positive,0.6166666666666667,2,2,0,thought friends # London Stay safe . ,1520,1
neutral,0.7583333333333333,9,9,0,Regional Sales Manager / Business Development ( Care / Housing ) Jobs # London - checkzz @ ,1521,1
negative,0.7910447761194029,2,2,0,Ca believe hear . # London go mental ! # londonriots ,1522,1
neutral,0.8231292517006803,15,11,1,# London-Based Forex Capital Markets Ltd . Ordered Pay $ 140_000 Penalty Settle CFTC Charges ... checkzz @ market # news ,1523,1
neutral,0.7210884353741497,5,5,0,Hackney Council launch fashion eco bag : # London Borough Hackney prepare launch range sust ... checkzz @ ,1524,1
positive,0.7619047619047619,6,6,0,Compliance Manager Career Legal ( London_ England ) : excellent opportunity arise atâ€¦ checkzz @ ,1525,1
neutral,0.7204301075268817,8,7,0,# London Riots Time Lapse Video - Atlantic : checkzz via @ AddThis ,1526,0
positive,0.6875,4,4,0,Posted new photo : `` Skool Talking # London checkzz @ ,1527,1
positive,0.8840579710144928,17,10,0,RandomlyInOrder MrMChronicles @ TheRealGmaMars & arrive # London . Spent day # London Tower . Mr enjoy see Crown Jewels . ,1528,1
positive,0.7971014492753623,5,5,0,think go bed . Listen Eminem fall asleep stuff . Goodnight # teamshady : ) Hoping today good night # London ! ,1529,1
neutral,0.6891891891891891,2,2,0,# London call ! ( @ Schwuz w/ 3 others ) checkzz @ ,1530,1
neutral,0.9821428571428571,0,0,0,may # londonriot palang naganap . tsk3 # prayforlondon ,1531,1
neutral,0.7526881720430108,7,7,0,Editorial Director_ Orchard Books - # London United Kingdom checkzz @ ,1532,1
negative,0.6174496644295302,5,5,0,( Rolling Stone ) Block - Aliens rip bloody hell gangbangers # London project ... checkzz @ ,1533,1
neutral,0.7391304347826086,1,1,0,Wherre london sell tom asap ? plz ,1534,1
positive,0.6185567010309279,2,2,0,Whats happen world people destroy country .. Prayers london ,1535,1
positive,0.7107438016528925,5,4,0,@ EbbaQ come even less 100 mile London_ timetable say Bmham +8 London_ u good check . ,1536,1
positive,0.7414965986394558,14,12,2,Lawrence Memorial Hospital Need Registered â€“ RN New # London CT Aug 04_ 2011 : Registered Nurs ... checkzz @ ,1537,1
positive,0.7,2,2,0,laurababbili girl @ plingyplang look decent article London Riots # hitmeup - find ? ,1538,1
neutral,0.7787610619469026,17,9,1,Senior LAMP / Magento Developer PHP5 MySQL - # London United Kingdo ... # job checkzz @ ,1539,1
neutral,0.864,15,10,2,Job Offer lunalogic ( London ) : RAD FO/Quantitative developer_ Equity Derivat ... Quant IB Finance job 126 ,1540,1
neutral,0.7788461538461539,8,8,0,Senior Front End Web Developer - # London United Kingdom- Â£50000 # job checkzz @ ,1541,1
negative,0.7659574468085106,4,4,0,Held door open guy today # London incredibly shock ! actually said_ `` Oh ! Thank kindly young man ! 1850 ? ,1542,1
positive,0.7959183673469388,24,15,4,East # London : Make Money Online Easily : Forget Lies_ Scam Stories . Get 7 SURE FIRE WAY HA ... checkzz @ # kerawa ,1543,1
neutral,0.6621621621621622,5,5,0,Ibis Hotel ( 47 Lillie Rd._ # London ) checkzz @ ,1544,1
positive,0.41935483870967744,4,3,1,RT @ Shilpink : London_ price go hard . death worth ,1545,1
positive,0.5537190082644629,2,2,0,# london Make anniversary message tree Great gift idea . checkzz @ ,1546,1
positive,0.7037037037037037,3,3,0,Posted new song : `` Werewolves London checkzz @ # music ,1547,1
neutral,0.6938775510204082,1,1,0,@ london_life Well_ point made_ ? ,1548,1
neutral,0.8380281690140845,17,13,2,Selby jennings london Junior Senior Job IB ( # London ) Director CVA Model Validation PhD ... checkzz @ Master Stage 2 ,1549,1
negative,0.6513761467889908,2,2,0,know say go sleep ridiculous ! liverpool ? Liverpool 200 mile London ? ,1550,1
positive,0.4235294117647059,8,1,1,LONDON ? ( 1DUpdates live checkzz @ ,1551,1
neutral,1.0380952380952382,10,9,0,@ Tsavkko Hehe ... Estrella tb Ã© boa . JÃ¡ provou # London Porter ? Eu apelidei de `` Orgasmo LÃ­quido ... :1D ,1552,1
positive,0.8737864077669902,5,2,0,@ _ChristoE Hahahaha..u r take 4rm ! ( ) ..howz # London ? ..I hope u r enjoy ur time < 3 ,1553,1
neutral,0.5555555555555556,30,6,2,Law : Battlefield # London checkzz via @ youtube Muslims go GOFUCKYOURSELF # SHARIAISEVIL ,1554,1
neutral,0.7752808988764045,3,2,1,maramturki RT @ Nkanoo24 : miss shopping freedom london_ miss london ,1555,1
neutral,0.6727272727272727,1,1,0,ever happen tomorrow stay # London ! ,1556,1
neutral,0.6,5,5,0,Park Station ( Woodside Park_ # London ) checkzz @ ,1557,1
neutral,0.8231292517006803,11,9,1,2011 Diamond League # London : Spencer run WL 400mH Aug. 5_ 2011 : Jamaica Kaliese Spencer run world-leadi ... checkzz @ ,1558,1
neutral,0.7222222222222222,22,7,4,Holiday Inn LONDON - BRENT CROSS ****_ city : 11.08.2011_ 104_72 EUR _ # London_ checkzz @ ,1559,1
negative,0.7588652482269503,2,2,0,@ x_sharon know hun.mind u lookin forward comin way 1st September i.e # London hun.i goin bed night xxxxxx ,1560,1
neutral,0.9166666666666666,1,1,0,London_ eternal dream ,1561,1
negative,0.6428571428571429,8,7,1,@ raylea22 # London Boy set F*uk game new vid & checkzz @ Pls RT & Follow Thanks ,1562,1
neutral,0.7086092715231788,8,6,0,checkzz [ @ TeamHDvids ] # Tottenham Riot Aftermath - Mini Documentary tottyriot enfield edmonton # london ,1563,0
positive,0.6794871794871795,8,6,1,Let send good thought calm friend # London . BBC News - Police hurt Riots # hitmeup fatal shoot checkzz @ ,1564,1
positive,0.7615384615384615,1,1,0,@ husseinforzan : # London eye ! checkzz @ sasludar mi hermana ella vive alla pasala super amigo . ,1565,1
positive,0.7777777777777778,7,6,0,Im tempt dress like Batman_ test new Kung Fu skill save London # LondonRiots ,1566,1
neutral,0.7279411764705882,11,9,0,Offer - # London South : 63 % Dental Consultation Sparkle Airflow ... Groupon MyCityDeal checkzz @ ,1567,1
positive,0.5930232558139535,3,3,0,Zhrikov join Anzhi back # London update tomorrow . ,1568,1
positive,0.5669291338582677,4,4,0,Interesting_ fly London Sunday_ crazy Riots # hitmeup . ... - checkzz @ ,1569,1
neutral,0.55,5,5,0,Photo : Big Ben- London_ England ,1570,1
neutral,0.49624060150375937,5,5,0,Sales Executive- Events Industry - London hire # career checkzz @ ,1571,1
positive,0.8157894736842105,0,0,0,glasgow much loud london ! < 3 ,1572,1
positive,0.8666666666666667,7,7,0,Tunisia take month_ Egypt # Tahrir take 18 . many day # London revolt social injustice ? Tottenham Brixton # Hackney ,1573,1
positive,0.7132352941176471,6,6,0,@ Pepperette Okay know u get safe ! Im way punk show # London mention Grants go Keep havin fun . ,1574,1
positive,0.7867647058823529,7,4,0,One waterstone employee quote London_Manchester_Liverpool Birmingham ... busy shop assistant # LondonRiots ,1575,1
negative,0.6811594202898551,2,2,0,scary people violent dont know whay say prayer people # London friend Stay safe # londonriots ,1576,1
negative,0.7840909090909091,3,3,0,want move London_ marry Robert Sheehan_ lil black & irish baby yep . ,1577,1
neutral,0.75,8,8,0,Job : Payroll_ Compensation Benefits Manager London_ United Kingdom checkzz @ # job ,1578,1
neutral,0.7575757575757576,3,3,0,Asians Abokis # London ! ,1579,1
neutral,0.6781609195402298,11,6,1,LONDON > Apt / Houses Rent > 2br - Dartmouth Row checkzz @ ,1580,1
positive,0.8015873015873016,0,0,0,excited week ahead ! go see @ goodcharlotte london amsterdam.. anyone else hit europe show ? - shell ,1581,1
negative,0.6265060240963856,3,3,0,Burning # London hooligans Places go excuse 2 rob ! ,1582,0
positive,0.8191489361702128,2,2,0,1:00am London_ early start morning.. all_ respect & good thoughts.. Spelmann ,1583,1
positive,0.6511627906976745,6,5,1,think Causing ? RT @ nachosarah interested London Riots # hitmeup Voldemort involve ,1584,1
neutral,0.9473684210526315,2,2,0,Pray # London ... ,1585,1
neutral,0.7465753424657534,23,10,2,Celebrity Accuses Mirror Hacking : PAUL SONNE LONDONâ€”Heather Mills_ ex-wife Beatles singer Pau ... checkzz @ ,1586,1
neutral,0.9180327868852459,10,9,1,RT @ cravengossip : Head # London Studios tomorrow afternoon Mila Kunis / Justin Trousersnake crave Chattyman ! ,1587,1
negative,0.80625,1,1,0,London_ # unsafe caz @ racism police control . saudi_ # unsafe caz @ racism police run ting ! carry guns_ make wrong ur finish . ,1588,1
neutral,0.5,6,4,1,Warren London CBS News ,1589,1
positive,0.6,0,0,0,head-over-heels love # london even 24 hour . ,1590,1
negative,0.6766917293233082,3,1,1,@ ddennis1 take london bombing serious ? sey wait dem loot MAC store suh get involve -__- ,1591,1
neutral,0.6629213483146067,0,0,0,@ alyssanilsen yes indeed go london 29th ... time flight ? ,1592,1
neutral,0.8407079646017699,3,2,0,TheatricEl @ georgedyermd go # London road matinee xx probs go tues/weds week @ johnwebbcarter ,1593,1
positive,0.3496932515337423,6,6,0,Great Riot # London : Stakes David Cameron ( ) checkzz @ ,1594,0
neutral,0.6666666666666666,0,0,0,happen london ? ,1595,1
neutral,0.7727272727272727,2,2,0,goin # London buy heat magazine ... daft people_ Asda across road ! ,1596,1
positive,0.7777777777777778,1,1,0,@ Sukacita live london plenty cash lol : p might visit soon loool : p ,1597,1
neutral,0.816,15,12,1,Lead Systems Engineer - Apache_ IIS_ Tomcat_ Management - Â£60-65k Job South West London_ UK checkzz @ ,1598,1
neutral,0.7384615384615385,4,2,0,piersmorgan follow guy @ JC_Andrews journo scene n London confirming rumour etc- go hide parent ,1599,1
positive,0.68,2,2,0,Maybe keep tell complete stranger want go # London maybe bless occur.. speak reality ,1600,1
neutral,0.6326530612244898,2,2,0,Tottenham : one poor boroughs # London tottenham boys think . ,1601,1
positive,0.7888888888888889,5,2,0,@ KD_VA omg fee n # London guy keep play shore club.awwwlll lol memory ,1602,1
negative,0.8333333333333334,2,2,0,P.s topshop London_ oh mo dhia forget fucking unreal ! ,1603,1
negative,0.7027027027027027,13,5,2,PSNI Riot Squads send # London etc_ rioter FUCKED ! ,1604,1
neutral,0.6981132075471698,2,2,0,go # London ? Explain me_ please x.x ,1605,1
neutral,0.7074829931972789,15,12,0,Online Gifts # London West : 66 % Facial Massage Chelsea Day Spa MyCityDeal : Groupon MyC ... checkzz @ ,1606,1
neutral,0.8785714285714286,11,8,3,Job tier 1 US investment bank ( # London ) : Senior VP level front office market ri ... checkzz @ Quant IB Finance job 102 ,1607,1
positive,0.7045454545454546,6,4,1,London Riots # hitmeup show us two side social networking : checkzz DrPizza RT @ arstechnica ,1608,1
neutral,0.7163120567375887,10,4,1,Group say hack U.S. law enforcement websites : LONDON â€” group know Anonymous say today ... checkzz @ ,1609,1
positive,0.7153284671532847,3,3,0,@ hapsci Good point . lot people meet even close Warwickshire pretty London least there_ though . ,1610,1
neutral,0.9387755102040817,5,5,1,â€œ @ sweetp4321 : Last minute decision_ U wo believe ! Going back 2 # London-arriving Aug 11 ,1611,1
negative,0.9387755102040817,1,1,0,wow serious bad time # London right ! : - ( x ,1612,0
neutral,0.8141592920353983,13,8,1,LONDON Sale Tickets > 4 x England v India 4th Test Day 2 ( Friday ) ticket - Â£130 checkzz @ ,1613,1
neutral,0.875,4,1,0,dinolauz come @ ManOverboardNJ tomorrow london ? ,1614,1
positive,0.7801418439716312,18,10,3,@ AlfieBoe Hi_ Alfie happy ! B back # London week 2 U & LM.A fellow BoeTweep @ ABoperaAB come 2.We R excite ! ,1615,1
positive,0.7976190476190477,6,4,0,Would love see @ TheRock lay smackdown London rioter # LondonRiots ,1616,1
neutral,0.7619047619047619,14,12,0,Online Gift Offer # London East : 71 % Eight Classes Pilates Precision Groupon MyCityDeal : Group ... checkzz @ ,1617,1
neutral,0.723404255319149,8,5,2,Wake-up call sale bank detail : London_ Aug. 2 ( PTI ) : credit card detail thousand UK ... checkzz @ ,1618,1
positive,1.0145985401459854,8,5,3,@ valeendeleon hindi haha DM mo sa'kin RT Si carlo . Haha seryoso ako sa london ah_ get month ba ? RT monalbert_02 : @ valeendeleon sino ? ,1619,1
neutral,0.6595744680851063,2,2,0,@ larrydeveney accordion player . gigged year ago_ another gig June . do tonight_ # London ! ,1620,1
positive,0.7333333333333333,3,2,0,Radio 5Live get best report lawlessness across London tonight - looting phones/trainers/clothing . ,1621,1
positive,0.7619047619047619,9,4,2,RT : Lol # LondonRiotsjus ALOT spit gee . ! almost touch me . ! ,1622,1
positive,0.6862745098039216,2,1,1,OT : london cycling highway cool_ break blue ( green ? ) paint bayway ,1623,1
positive,0.7121212121212122,1,1,0,@ buceluce get work tomo till 6 barbers_ saturday london_ Dj fly madness ill take boxer dough ,1624,1
positive,0.9454545454545454,6,6,0,Rioting London_ Gay Pride Leeds . Conflicting day ! ,1625,1
neutral,0.7414965986394558,10,10,0,Killer Avalanche_ Soprano Ends Meat Rack_ Lavish Adultery # London : staging problem deter Ope ... checkzz @ ,1626,1
neutral,0.7619047619047619,10,10,0,Shane Warne spill weight loss bean : Shane Warne # London week / Pic Snapper Media Source : Daily ... checkzz @ ,1627,1
positive,0.6534653465346535,5,4,0,Well Riots # hitmeup calm london.. much Midlands north ! # UKriot ,1628,0
negative,0.6753246753246753,4,4,0,Dirty Dicks ( 202 Bishopsgate_ # London ) checkzz @ ,1629,0
positive,0.816793893129771,7,6,0,@ JasperDiaz ayus naman . Yes base # London . Hackney town ko 3rd night Riots # hitmeup start fine Thank . ,1630,1
negative,0.7,5,5,0,Violent Protests Break North London checkzz @ # teamfollowback ,1631,1
positive,0.8292682926829268,2,2,0,@ Xbvbgirlx whats go london ? Lol ,1632,1
neutral,0.6428571428571429,7,1,0,@ Lucky_LONDON see forever ,1633,1
negative,1.0,2,2,0,Bmt # London onna mad one ,1634,1
negative,0.7397260273972602,2,2,0,Real ale revival lead small brewery : year festival focus London_ whose beer enthusiasts suff ... checkzz @ ,1635,1
positive,0.6857142857142857,22,6,2,MEDIA LITIGATION 1-4PQE - Greater London United Kingdom # job checkzz @ ,1636,1
positive,0.8369565217391305,1,1,0,@ sashajoness yerr bad london though . Whats like u safe n sound hope haha x ,1637,1
positive,0.6875,8,6,1,love Theophilus # London - Even Try ( RAC Remix ) checkzz @ hypem ,1638,1
neutral,0.7127659574468085,0,0,0,@ tijo_london one moth . big give shit knitwear thing want flesh . ,1639,1
positive,0.75,5,4,1,RT @ london_olympics # London street art alternative Cultural Olympiad checkzz @ ,1640,1
positive,0.8648648648648649,0,0,0,@ london_robsten hope great one ,1641,1
neutral,0.7417582417582418,6,6,0,Blazes_ loot London Riots # hitmeup : Rioters go rampage north London Saturday_ torch # unsafe caz @ racism police cars_ ... checkzz @ ,1642,1
neutral,1.125,2,2,0,London Aug 15th ! ,1643,1
neutral,0.9905660377358491,5,3,1,Hahahahahah itu dmna ? RT nanonanovi : @ Arsyad_Ali iya london school -__- seneng banget pad ! unpad Â¬_Â¬ ,1644,1
negative,0.8533333333333334,4,2,1,RT @ LanreVigo : guy say wer london u would also loot cool yo ! ,1645,1
neutral,0.7536231884057971,3,1,0,deralboykin imma @ ShokaTheQueen get bk london town ,1646,1
neutral,0.375,5,5,0,Fotos vom Galaxy Tab 10.1 Start # London checkzz @ ,1647,1
positive,0.6542056074766355,1,1,0,@ jodiekearns know toungie is_ either_ sure find next time # London ! ,1648,1
positive,0.7906976744186046,4,3,0,Welcome # London city_ attitude bad & weather sh*tty # DizzeeRascal ,1649,1
neutral,0.6237623762376238,2,2,0,Police car torch shoot sparks protest north # London checkzz @ ,1650,0
positive,0.7246376811594203,6,5,0,@ GersRafa Happily_ London pretty quiet tonight co 16_000 copper Liverpool_ Manchester etc # crikey ,1651,1
neutral,1.0681818181818181,5,4,0,Â£1_450_000 . Bourchier Street_ London_ W1D . : ,1652,1
negative,0.6462585034013606,1,1,0,# London trade airport shuttle pod car : heard use pod car transit extremely den ... checkzz @ ,1653,1
negative,0.6492537313432836,1,1,0,could learn thing two # London . wo say would make bad person_ education nonetheless . ,1654,1
positive,0.5977011494252874,14,3,2,Make fun statement creative elegance FASHION LONDON ,1655,1
positive,0.7163120567375887,8,5,1,@ Laura_Essence ... use kinetic work # London little Portland street 15a basement vinyl junky LOL Xx ,1656,1
positive,0.6546762589928058,5,1,0,@ chrisbrown since wo tour London_UK least could follow @ _AmranBrownie_ pretty please : ) ,1657,1
negative,0.7368421052631579,4,4,0,@ Iwantmytrain get home East London bad Riots # hitmeup ,1658,1
neutral,0.6029411764705882,4,4,0,Rachel Stevens opt zany trouser take daughter Amelie London : 33-year-old sta ... ,1659,1
neutral,0.6697247706422018,7,7,0,Nail Technician Course # London - Save Â£49 Carlton Institute : checkzz @ ,1660,1
positive,1.0,6,1,1,< 3 LONDON ,1661,1
neutral,0.4222222222222222,1,1,0,# London checkzz @ ,1662,1
positive,0.625,11,11,0,New Grand Final party : Osaka_ Seattle_ # London ( 2 ) _ Albany_ Las Vegas Submit Parties checkzz @ ,1663,1
neutral,0.68,5,5,0,# London Starting Look Like Movie ,1664,1
positive,0.6233766233766234,2,2,0,Ahhhhhh leave # 22days get quickly ! ? # London ,1665,1
neutral,0.7073170731707317,5,5,0,Sorting pic camera come across one Cleopatra Needle # London ... Egypt ever ask back ? ,1666,1
negative,0.8017241379310345,7,7,0,@ ros3 back month ! # London December onwards way Iowa in-between . Trivia Mad Dog Tuesday ? ,1667,1
neutral,0.4430379746835443,2,2,0,Mark Duggan cop twat london shot . ,1668,1
positive,0.7627118644067796,6,5,0,@ DiscusDan do buddy Well proud Making future Amazing ! lead way london far ! Muchos love ,1669,1
neutral,0.4805194805194805,0,0,0,fear life door live north london ? ! ,1670,1
positive,0.8947368421052632,2,2,0,night London_ good morning Berlin ,1671,1
positive,0.8484848484848485,4,3,0,@ Mr_Carterr ibeh # London time..but sometimes Ashley . ,1672,1
neutral,0.47368421052631576,3,3,0,Identify # London Rioters checkzz @ ,1673,1
negative,0.7142857142857143,1,1,0,anyone bad # London need place crash tonight_ please call . ,1674,1
positive,0.8,4,4,0,Met cute lil asian boy london today work . think adorable ethnic people accent . Super cute `` Ello Govna ! ,1675,1
positive,0.9,11,8,0,@ MPHenriksen TfL Transport London_ Mayor # London transport organisation . `` Much love Londoners . # notreallytrue ,1676,1
neutral,0.7075471698113207,3,3,0,London burn heat # chaos Market crash People run help body listening ... . ,1677,1
negative,0.71,13,2,1,@ LArajukuBarbie give shit work uni london however long @ NICKIMINAJ ! ,1678,1
neutral,0.8235294117647058,0,0,0,last name -theopilus london ,1679,1
neutral,0.8,2,2,0,East # London bomb site ,1680,1
neutral,0.6875,3,3,0,London Riots # hitmeup Tottenham raise alarm checkzz @ ,1681,0
neutral,0.9047619047619048,50,12,7,RT @ Camden_Jobs Featured Job : FIELD SERVICE ENGINEER # London : FIELD SERVICE ENGINEER - ( Electrical/Catering/White ... checkzz @ ,1682,1
negative,0.5891472868217055,7,6,1,Humans stupid everywhere_ Middle East . First Norway animal UK # londonriot ,1683,1
neutral,0.6142857142857143,3,2,1,! pizza still deliver east London XD # yay ,1684,1
